asn,filtering,confidence,source,category
39563,unknown,9.9,Friends,5
23181,unknown,9.9,Friends,5
49815,unknown,9.9,Friends,5
201367,unknown,9.9,Friends,5
62105,unknown,9.9,Friends,5
39578,unknown,9.9,Friends,5
8865,unknown,9.9,Friends,5
679,unknown,9.9,Friends,5
199339,unknown,9.9,Friends,5
6829,unknown,9.9,Friends,5
6829,unknown,1.0,ROVISTA,
137909,unknown,9.9,Friends,5
8887,unknown,9.9,Friends,5
12990,unknown,9.9,Friends,5
58057,unknown,9.9,Friends,5
6877,unknown,9.9,Friends,5
205535,unknown,9.9,Friends,5
41696,unknown,9.9,Friends,5
396045,unknown,9.9,Friends,5
207645,unknown,9.9,Friends,5
8991,unknown,9.9,Friends,5
207651,unknown,9.9,Friends,5
4901,unknown,9.9,Friends,5
199484,unknown,9.9,Friends,5
211772,unknown,9.9,Friends,5
197444,unknown,9.9,Friends,5
62276,unknown,9.9,Friends,5
197451,unknown,9.9,Friends,5
197451,unknown,0.9677419,ROVISTA,
62313,unknown,9.9,Friends,5
205684,unknown,9.9,Friends,5
203641,unknown,9.9,Friends,5
25467,unknown,9.9,Friends,5
199551,unknown,9.9,Friends,5
199551,unknown,1.0,ROVISTA,
209810,unknown,9.9,Friends,5
923,unknown,9.9,Friends,5
60330,unknown,9.9,Friends,5
60330,unknown,1.0,ROVISTA,
52177,unknown,9.9,Friends,5
58328,unknown,9.9,Friends,5
44002,unknown,9.9,Friends,5
60409,unknown,9.9,Friends,5
17439,unknown,9.9,Friends,5
58404,unknown,9.9,Friends,5
58404,unknown,0.2580645,ROVISTA,
203817,unknown,9.9,Friends,5
50226,unknown,9.9,Friends,5
44084,unknown,9.9,Friends,5
209974,unknown,9.9,Friends,5
209987,unknown,9.9,Friends,5
33876,unknown,9.9,Friends,5
1109,unknown,9.9,Friends,5
1111,unknown,9.9,Friends,5
15450,unknown,9.9,Friends,5
15450,unknown,1.0,ROVISTA,
197732,unknown,9.9,Friends,5
27750,unknown,9.9,Friends,5
197738,unknown,9.9,Friends,5
56427,unknown,9.9,Friends,5
50289,unknown,9.9,Friends,5
44158,unknown,9.9,Friends,5
199811,unknown,9.9,Friends,5
201860,unknown,9.9,Friends,5
328840,unknown,9.9,Friends,5
205976,unknown,9.9,Friends,5
212127,unknown,9.9,Friends,5
42148,unknown,9.9,Friends,5
60590,unknown,9.9,Friends,5
134325,unknown,9.9,Friends,5
212149,unknown,9.9,Friends,5
206008,unknown,9.9,Friends,5
1205,unknown,9.9,Friends,5
21699,unknown,9.9,Friends,5
33988,unknown,9.9,Friends,5
15556,unknown,9.9,Friends,5
56515,unknown,9.9,Friends,5
9430,unknown,9.9,Friends,5
208098,unknown,9.9,Friends,5
3314,unknown,9.9,Friends,5
56566,unknown,9.9,Friends,5
56566,unknown,1.0,ROVISTA,
5398,unknown,9.9,Friends,5
62759,unknown,9.9,Friends,5
60720,unknown,9.9,Friends,5
48453,unknown,9.9,Friends,5
36194,unknown,9.9,Friends,5
60776,unknown,9.9,Friends,5
202090,unknown,9.9,Friends,5
5516,unknown,9.9,Friends,5
50599,unknown,9.9,Friends,5
198060,unknown,9.9,Friends,5
200114,unknown,9.9,Friends,5
34232,unknown,9.9,Friends,5
208315,unknown,9.9,Friends,5
44486,unknown,9.9,Friends,5
5576,unknown,9.9,Friends,5
3597,unknown,9.9,Friends,5
60943,unknown,9.9,Friends,5
56876,unknown,9.9,Friends,5
34372,unknown,9.9,Friends,5
63056,unknown,9.9,Friends,5
61010,unknown,9.9,Friends,5
198239,unknown,9.9,Friends,5
15987,unknown,9.9,Friends,5
18041,unknown,9.9,Friends,5
7828,unknown,9.9,Friends,5
7828,unknown,0.12903225,ROVISTA,
50873,unknown,9.9,Friends,5
42682,unknown,9.9,Friends,5
200386,unknown,9.9,Friends,5
16083,unknown,9.9,Friends,5
59105,unknown,9.9,Friends,5
14065,unknown,9.9,Friends,5
59162,unknown,9.9,Friends,5
208666,unknown,9.9,Friends,5
198452,unknown,9.9,Friends,5
22342,unknown,9.9,Friends,5
24399,unknown,9.9,Friends,5
40809,unknown,9.9,Friends,5
206703,unknown,9.9,Friends,5
63351,unknown,9.9,Friends,5
202625,unknown,9.9,Friends,5
1942,unknown,9.9,Friends,5
61344,unknown,9.9,Friends,5
40864,unknown,9.9,Friends,5
40864,unknown,1.0,ROVISTA,
42919,unknown,9.9,Friends,5
16300,unknown,9.9,Friends,5
1967,unknown,9.9,Friends,5
212934,unknown,9.9,Friends,5
204754,unknown,9.9,Friends,5
61399,unknown,9.9,Friends,5
206813,unknown,9.9,Friends,5
51175,unknown,9.9,Friends,5
208877,unknown,9.9,Friends,5
208877,unknown,0.9677419,ROVISTA,
61424,unknown,9.9,Friends,5
18420,unknown,9.9,Friends,5
63479,unknown,9.9,Friends,5
44384,unknown,1.0,Friends,6
8240,unknown,1.0,Friends,6
8240,unknown,1.0,ROVISTA,
47787,unknown,1.0,Friends,6
206314,unknown,1.0,Friends,6
206314,unknown,1.0,ROVISTA,
47727,unknown,1.0,Friends,6
59554,unknown,1.0,Friends,6
49102,unknown,1.0,Friends,6
49102,unknown,1.0,ROVISTA,
200031,unknown,1.0,Friends,6
35505,unknown,1.0,Friends,6
11708,unknown,1.0,Friends,6
54133,unknown,1.0,Friends,6
54133,unknown,1.0,ROVISTA,
8916,unknown,1.0,Friends,6
197288,unknown,1.0,Friends,6
197288,unknown,1.0,ROVISTA,
203937,unknown,1.0,Friends,6
199103,unknown,1.0,Friends,6
62081,unknown,1.0,Friends,6
3214,unknown,1.0,Friends,6
205679,unknown,1.0,Friends,6
197448,unknown,1.0,Friends,6
203556,unknown,1.0,Friends,6
138562,unknown,1.0,Friends,6
2613,unknown,1.0,Friends,6
15038,unknown,1.0,Friends,6
15038,unknown,1.0,ROVISTA,
57044,unknown,1.0,Friends,6
57456,unknown,1.0,Friends,6
48971,unknown,1.0,Friends,6
42668,unknown,1.0,Friends,6
35328,unknown,1.0,Friends,6
196957,unknown,1.0,Friends,6
15440,unknown,1.0,Friends,6
204332,unknown,1.0,Friends,6
51132,unknown,1.0,Friends,6
49478,unknown,1.0,Friends,6
42812,unknown,1.0,Friends,6
43414,unknown,1.0,Friends,6
60767,unknown,1.0,Friends,6
3330,unknown,1.0,Friends,6
63297,unknown,1.0,Friends,6
205813,unknown,1.0,Friends,6
205813,unknown,1.0,ROVISTA,
199244,unknown,1.0,Friends,6
49788,unknown,1.0,Friends,6
44539,unknown,1.0,Friends,6
9070,unknown,1.0,Friends,6
9070,unknown,0.6774193600000001,ROVISTA,
35263,unknown,1.0,Friends,6
57049,unknown,1.0,Friends,6
57049,unknown,1.0,ROVISTA,
47196,unknown,1.0,Friends,6
45011,unknown,1.0,Friends,6
45011,unknown,1.0,ROVISTA,
23118,unknown,1.0,Friends,6
23118,unknown,0.9032258,ROVISTA,
197588,unknown,1.0,Friends,6
24848,unknown,1.0,Friends,6
41303,unknown,1.0,Friends,6
50158,unknown,1.0,Friends,6
204619,unknown,1.0,Friends,6
204619,unknown,1.0,ROVISTA,
49824,unknown,1.0,Friends,6
12768,unknown,1.0,Friends,6
51035,unknown,1.0,Friends,6
34123,unknown,1.0,Friends,6
51744,unknown,1.0,Friends,6
50867,unknown,1.0,Friends,6
42159,unknown,1.0,Friends,6
29405,unknown,1.0,Friends,6
131668,unknown,1.0,Friends,6
29050,unknown,1.0,Friends,6
29050,unknown,1.0,ROVISTA,
42669,unknown,1.0,Friends,6
42669,unknown,1.0,ROVISTA,
39375,unknown,1.0,Friends,6
35237,unknown,1.0,Friends,6
29484,unknown,1.0,Friends,6
12329,unknown,1.0,Friends,6
35224,unknown,1.0,Friends,6
35224,unknown,1.0,ROVISTA,
8821,unknown,1.0,Friends,6
136168,unknown,1.0,Friends,6
136168,unknown,1.0,ROVISTA,
47242,unknown,1.0,Friends,6
12722,unknown,1.0,Friends,6
44365,unknown,1.0,Friends,6
43171,unknown,1.0,Friends,6
200862,unknown,1.0,Friends,6
34602,unknown,1.0,Friends,6
62099,unknown,1.0,Friends,6
29108,unknown,1.0,Friends,6
12697,unknown,1.0,Friends,6
34605,unknown,1.0,Friends,6
34605,unknown,1.0,ROVISTA,
48327,unknown,1.0,Friends,6
31564,unknown,1.0,Friends,6
200155,unknown,1.0,Friends,6
57734,unknown,1.0,Friends,6
12773,unknown,1.0,Friends,6
42093,unknown,1.0,Friends,6
31514,unknown,1.0,Friends,6
200161,unknown,1.0,Friends,6
19750,unknown,1.0,Friends,6
30962,unknown,1.0,Friends,6
41692,unknown,1.0,Friends,6
41009,unknown,1.0,Friends,6
46309,unknown,1.0,Friends,6
29287,unknown,1.0,Friends,6
395152,unknown,1.0,Friends,6
14007,unknown,1.0,Friends,6
14007,unknown,1.0,ROVISTA,
204059,unknown,1.0,Friends,6
6696,unknown,1.0,Friends,6
204035,unknown,1.0,Friends,6
204035,unknown,1.0,ROVISTA,
39138,unknown,1.0,Friends,6
8326,unknown,1.0,Friends,6
200050,unknown,1.0,Friends,6
29152,unknown,1.0,Friends,6
12508,unknown,1.0,Friends,6
43848,unknown,1.0,Friends,6
25455,unknown,1.0,Friends,6
29086,unknown,1.0,Friends,6
8778,unknown,1.0,Friends,6
47132,unknown,1.0,Friends,6
16302,unknown,1.0,Friends,6
48659,unknown,1.0,Friends,6
196745,unknown,1.0,Friends,6
50448,unknown,1.0,Friends,6
13178,unknown,1.0,Friends,6
49675,unknown,1.0,Friends,6
35833,unknown,1.0,Friends,6
1886,unknown,1.0,Friends,6
1886,unknown,1.0,ROVISTA,
8455,unknown,1.0,Friends,6
49813,unknown,1.0,Friends,6
202583,unknown,1.0,Friends,6
8890,unknown,1.0,Friends,6
395400,unknown,1.0,Friends,6
50919,unknown,1.0,Friends,6
36868,unknown,1.0,Friends,6
206548,unknown,1.0,Friends,6
34660,unknown,1.0,Friends,6
34660,unknown,1.0,ROVISTA,
20910,unknown,1.0,Friends,6
206454,unknown,1.0,Friends,6
20911,unknown,1.0,Friends,6
208627,unknown,1.0,Friends,6
39636,unknown,1.0,Friends,6
17948,unknown,1.0,Friends,7
12480,unknown,1.0,Friends,7
12713,unknown,1.0,Friends,7
39392,unknown,1.0,Friends,7
42908,unknown,1.0,Friends,7
43366,unknown,1.0,Friends,7
204064,unknown,1.0,Friends,7
204064,unknown,1.0,ROVISTA,
50877,unknown,1.0,Friends,7
50877,unknown,1.0,ROVISTA,
197019,unknown,1.0,Friends,7
14041,unknown,1.0,Friends,7
14041,unknown,1.0,ROVISTA,
7843,unknown,1.0,Friends,7
7843,unknown,1.0,ROVISTA,
29624,unknown,1.0,Friends,7
15401,unknown,1.0,Friends,7
38158,unknown,1.0,Friends,7
34659,unknown,1.0,Friends,7
24785,unknown,1.0,Friends,7
31510,unknown,1.0,Friends,7
31510,unknown,1.0,ROVISTA,
8245,unknown,1.0,Friends,7
28979,unknown,1.0,Friends,7
21320,unknown,1.0,Friends,7
24724,unknown,1.0,Friends,7
46353,unknown,1.0,Friends,7
60280,unknown,1.0,Friends,7
8823,unknown,1.0,Friends,7
8823,unknown,0.6774193600000001,ROVISTA,
43566,unknown,1.0,Friends,7
3367,unknown,1.0,Friends,7
24739,unknown,1.0,Friends,7
203043,unknown,1.0,Friends,7
5394,unknown,1.0,Friends,7
63927,unknown,1.0,Friends,7
63927,unknown,1.0,ROVISTA,
33932,unknown,1.0,Friends,7
12488,unknown,1.0,Friends,7
50620,unknown,1.0,Friends,7
24971,unknown,1.0,Friends,7
24971,unknown,1.0,ROVISTA,
56534,unknown,1.0,Friends,7
49505,unknown,1.0,Friends,7
8641,unknown,1.0,Friends,7
43709,unknown,1.0,Friends,7
198385,unknown,1.0,Friends,7
28785,unknown,1.0,Friends,7
200350,unknown,1.0,Friends,7
200350,unknown,1.0,ROVISTA,
209045,unknown,1.0,Friends,7
46416,unknown,1.0,Friends,7
29124,unknown,1.0,Friends,7
12714,unknown,1.0,Friends,7
7473,unknown,1.0,Friends,7
61157,unknown,1.0,Friends,7
196844,unknown,1.0,Friends,7
12923,unknown,1.0,Friends,7
40788,unknown,1.0,Friends,7
16342,unknown,1.0,Friends,7
39835,unknown,1.0,Friends,7
15594,unknown,1.0,Friends,7
25956,unknown,1.0,Friends,7
25956,unknown,0.8064516,ROVISTA,
212865,unknown,1.0,Friends,7
50543,unknown,1.0,Friends,7
141371,unknown,1.0,Friends,7
49544,unknown,1.0,Friends,7
29655,unknown,1.0,Friends,7
12779,unknown,1.0,Friends,7
12779,unknown,1.0,ROVISTA,
44141,unknown,1.0,Friends,7
293,unknown,1.0,Friends,7
15085,unknown,1.0,Friends,7
15085,unknown,1.0,ROVISTA,
8262,unknown,1.0,Friends,7
38182,unknown,1.0,Friends,7
38182,unknown,1.0,ROVISTA,
61189,unknown,1.0,Friends,7
3327,unknown,1.0,Friends,7
43541,unknown,1.0,Friends,7
43541,unknown,1.0,ROVISTA,
2107,unknown,1.0,Friends,7
19523,unknown,1.0,Friends,7
42730,unknown,1.0,Friends,7
40029,unknown,1.0,Friends,7
16316,unknown,1.0,Friends,7
34683,unknown,1.0,Friends,7
34683,unknown,1.0,ROVISTA,
49402,unknown,1.0,Friends,7
39555,unknown,1.0,Friends,7
198930,unknown,1.0,Friends,7
41275,unknown,1.0,Friends,7
34347,unknown,1.0,Friends,7
44222,unknown,1.0,Friends,7
17117,unknown,1.0,Friends,7
30950,unknown,1.0,Friends,7
48276,unknown,1.0,Friends,7
5631,unknown,1.0,Friends,7
5631,unknown,0.9677419,ROVISTA,
212047,unknown,1.0,Friends,7
40497,unknown,1.0,Friends,7
8445,unknown,1.0,Friends,7
8445,unknown,0.9032258,ROVISTA,
39257,unknown,1.0,Friends,7
31034,unknown,1.0,Friends,7
11317,unknown,1.0,Friends,7
54594,unknown,1.0,Friends,7
50324,unknown,1.0,Friends,7
20849,unknown,1.0,Friends,7
197889,unknown,1.0,Friends,7
8501,unknown,1.0,Friends,7
50544,unknown,1.0,Friends,7
48438,unknown,1.0,Friends,7
48438,unknown,1.0,ROVISTA,
12808,unknown,1.0,Friends,7
24723,unknown,1.0,Friends,7
42000,unknown,1.0,Friends,7
199837,unknown,1.0,Friends,7
208905,unknown,1.0,Friends,7
208905,unknown,0.12903225,ROVISTA,
53907,unknown,1.0,Friends,7
21385,unknown,1.0,Friends,7
200044,unknown,1.0,Friends,7
12333,unknown,1.0,Friends,7
60587,unknown,1.0,Friends,7
42622,unknown,1.0,Friends,7
41843,unknown,1.0,Friends,7
15817,unknown,1.0,Friends,7
199544,unknown,1.0,Friends,7
200043,unknown,1.0,Friends,7
12312,unknown,1.0,Friends,7
41733,unknown,1.0,Friends,7
47217,unknown,1.0,Friends,7
32329,unknown,1.0,Friends,7
203698,unknown,1.0,Friends,7
48558,unknown,1.0,Friends,7
35000,unknown,1.0,Friends,7
57344,unknown,1.0,Friends,7
35661,unknown,1.0,Friends,7
23352,unknown,1.0,Friends,7
15796,unknown,1.0,Friends,7
55785,unknown,1.0,Friends,7
50628,unknown,1.0,Friends,7
198570,unknown,1.0,Friends,7
198415,unknown,1.0,Friends,7
34757,unknown,1.0,Friends,7
35061,unknown,1.0,Friends,7
50629,unknown,1.0,Friends,7
50629,unknown,1.0,ROVISTA,
38040,unknown,1.0,Friends,7
396969,unknown,1.0,Friends,7
10098,unknown,1.0,Friends,7
61094,unknown,1.0,Friends,7
39608,unknown,1.0,Friends,7
42156,unknown,1.0,Friends,7
8820,unknown,1.0,Friends,7
51570,unknown,1.0,Friends,7
44788,unknown,1.0,Friends,7
209137,unknown,1.0,Friends,7
39494,unknown,1.0,Friends,7
12883,unknown,1.0,Friends,7
131995,unknown,1.0,Friends,7
42695,unknown,1.0,Friends,7
29169,unknown,1.0,Friends,7
29169,unknown,1.0,ROVISTA,
55943,unknown,1.0,Friends,7
52039,unknown,1.0,Friends,7
28716,unknown,1.0,Friends,7
35574,unknown,1.0,Friends,7
20895,unknown,1.0,Friends,7
7106,unknown,1.0,Friends,7
41095,unknown,1.0,Friends,7
29114,unknown,1.0,Friends,7
1836,unknown,1.0,Friends,7
205678,unknown,1.0,Friends,7
53610,unknown,1.0,Friends,7
53610,unknown,1.0,ROVISTA,
51685,unknown,1.0,Friends,7
54632,unknown,1.0,Friends,7
6898,unknown,1.0,Friends,7
62371,unknown,1.0,Friends,7
12008,unknown,1.0,Friends,7
62513,unknown,1.0,Friends,7
141235,unknown,1.0,Friends,7
5459,unknown,1.0,Friends,7
8515,unknown,1.0,Friends,7
15516,unknown,1.0,Friends,7
31115,unknown,1.0,Friends,7
50926,unknown,1.0,Friends,7
9049,unknown,1.0,Friends,7
34788,unknown,1.0,Friends,7
12676,unknown,1.0,Friends,7
34959,unknown,1.0,Friends,7
52207,unknown,1.0,Friends,7
398700,unknown,1.0,Friends,7
16095,unknown,1.0,Friends,7
16095,unknown,0.9354838999999999,ROVISTA,
42676,unknown,1.0,Friends,7
13307,unknown,1.0,Friends,7
13307,unknown,1.0,ROVISTA,
2500,unknown,1.0,Friends,7
9211,unknown,1.0,Friends,7
15955,unknown,1.0,Friends,7
34156,unknown,1.0,Friends,7
196819,unknown,1.0,Friends,7
8271,unknown,1.0,Friends,7
60169,unknown,1.0,Friends,7
199846,unknown,1.0,Friends,7
199846,unknown,1.0,ROVISTA,
17709,unknown,1.0,Friends,7
17709,unknown,0.22580644,ROVISTA,
60822,unknown,1.0,Friends,7
19016,unknown,1.0,Friends,7
198507,unknown,1.0,Friends,7
30640,unknown,1.0,Friends,7
30640,unknown,1.0,ROVISTA,
35271,unknown,1.0,Friends,7
29680,unknown,1.0,Friends,7
205206,unknown,1.0,Friends,7
200561,unknown,1.0,Friends,7
205891,unknown,1.0,Friends,7
29670,unknown,1.0,Friends,7
25160,unknown,1.0,ROVISTA,
29467,unknown,1.0,ROVISTA,
49605,unknown,1.0,ROVISTA,
32787,unknown,0.516129,ROVISTA,
702,unknown,0.9677419,ROVISTA,
33651,unknown,1.0,ROVISTA,
34549,unknown,1.0,ROVISTA,
33287,unknown,1.0,ROVISTA,
15694,unknown,1.0,ROVISTA,
13249,unknown,0.22580644,ROVISTA,
55002,unknown,0.2580645,ROVISTA,
4648,unknown,1.0,ROVISTA,
60171,unknown,0.6774193600000001,ROVISTA,
7016,unknown,1.0,ROVISTA,
6768,unknown,1.0,ROVISTA,
703,unknown,0.9677419,ROVISTA,
43754,unknown,0.19354838000000002,ROVISTA,
33668,unknown,1.0,ROVISTA,
15290,unknown,1.0,ROVISTA,
33652,unknown,1.0,ROVISTA,
25899,unknown,0.5483871,ROVISTA,
7725,unknown,1.0,ROVISTA,
44600,unknown,1.0,ROVISTA,
33650,unknown,1.0,ROVISTA,
44592,unknown,1.0,ROVISTA,
5580,unknown,1.0,ROVISTA,
33662,unknown,1.0,ROVISTA,
19905,unknown,1.0,ROVISTA,
263966,unknown,0.46153846000000004,ROVISTA,
33659,unknown,1.0,ROVISTA,
18002,unknown,0.12903225,ROVISTA,
12831,unknown,1.0,ROVISTA,
42739,unknown,1.0,ROVISTA,
35346,unknown,1.0,ROVISTA,
12586,unknown,0.87096775,ROVISTA,
23686,unknown,1.0,ROVISTA,
22909,unknown,1.0,ROVISTA,
37273,unknown,0.9354838999999999,ROVISTA,
6921,unknown,0.83870965,ROVISTA,
394437,unknown,0.115384616,ROVISTA,
39326,unknown,1.0,ROVISTA,
20214,unknown,0.9032258,ROVISTA,
45204,unknown,1.0,ROVISTA,
29884,unknown,1.0,ROVISTA,
12213,unknown,1.0,ROVISTA,
48648,unknown,0.2580645,ROVISTA,
8001,unknown,1.0,ROVISTA,
46849,unknown,1.0,ROVISTA,
40948,unknown,1.0,ROVISTA,
3342,unknown,1.0,ROVISTA,
12778,unknown,1.0,ROVISTA,
12179,unknown,1.0,ROVISTA,
19930,unknown,1.0,ROVISTA,
7311,unknown,0.3548387,ROVISTA,
25577,unknown,1.0,ROVISTA,
44684,unknown,0.87096775,ROVISTA,
51048,unknown,1.0,ROVISTA,
15744,unknown,1.0,ROVISTA,
19855,unknown,0.9354838999999999,ROVISTA,
14244,unknown,1.0,ROVISTA,
48918,unknown,1.0,ROVISTA,
39180,unknown,1.0,ROVISTA,
45437,unknown,1.0,ROVISTA,
34056,unknown,1.0,ROVISTA,
15133,unknown,1.0,ROVISTA,
14230,unknown,0.2580645,ROVISTA,
3900,unknown,0.29032257,ROVISTA,
26592,unknown,1.0,ROVISTA,
262286,unknown,0.16129032,ROVISTA,
10021,unknown,1.0,ROVISTA,
8365,unknown,0.9032258,ROVISTA,
29551,unknown,1.0,ROVISTA,
32440,unknown,0.32258064,ROVISTA,
17645,unknown,1.0,ROVISTA,
16553,unknown,1.0,ROVISTA,
58269,unknown,1.0,ROVISTA,
51964,unknown,0.2580645,ROVISTA,
18683,unknown,1.0,ROVISTA,
11320,unknown,0.19354838000000002,ROVISTA,
43561,unknown,1.0,ROVISTA,
9230,unknown,0.19354838000000002,ROVISTA,
33661,unknown,1.0,ROVISTA,
29414,unknown,0.29032257,ROVISTA,
6702,unknown,1.0,ROVISTA,
23248,unknown,0.32258064,ROVISTA,
57717,unknown,1.0,ROVISTA,
31195,unknown,1.0,ROVISTA,
205132,unknown,0.38709676000000004,ROVISTA,
9394,unknown,1.0,ROVISTA,
3676,unknown,0.19354838000000002,ROVISTA,
27258,unknown,1.0,ROVISTA,
6130,unknown,1.0,ROVISTA,
205185,unknown,1.0,ROVISTA,
17223,unknown,0.4516129,ROVISTA,
30851,unknown,0.516129,ROVISTA,
14717,unknown,1.0,ROVISTA,
5404,unknown,1.0,ROVISTA,
43576,unknown,1.0,ROVISTA,
135817,unknown,0.16129032,ROVISTA,
205209,unknown,1.0,ROVISTA,
28326,unknown,0.2580645,ROVISTA,
58392,unknown,1.0,ROVISTA,
11403,unknown,1.0,ROVISTA,
7784,unknown,1.0,ROVISTA,
20912,unknown,0.41935482999999996,ROVISTA,
15685,unknown,1.0,ROVISTA,
20850,unknown,1.0,ROVISTA,
27566,unknown,1.0,ROVISTA,
265482,unknown,0.26923078,ROVISTA,
50360,unknown,0.29032257,ROVISTA,
7046,unknown,0.9677419,ROVISTA,
10674,unknown,1.0,ROVISTA,
32748,unknown,0.32258064,ROVISTA,
21453,unknown,1.0,ROVISTA,
53292,unknown,1.0,ROVISTA,
6059,unknown,0.48387095,ROVISTA,
28840,unknown,0.22580644,ROVISTA,
36493,unknown,1.0,ROVISTA,
13333,unknown,1.0,ROVISTA,
19653,unknown,1.0,ROVISTA,
9891,unknown,0.7741935,ROVISTA,
395567,unknown,1.0,ROVISTA,
205112,unknown,1.0,ROVISTA,
41435,unknown,1.0,ROVISTA,
44889,unknown,1.0,ROVISTA,
136308,unknown,1.0,ROVISTA,
7539,unknown,1.0,ROVISTA,
3477,unknown,0.41935482999999996,ROVISTA,
12989,unknown,1.0,ROVISTA,
11269,unknown,0.9354838999999999,ROVISTA,
28773,unknown,1.0,ROVISTA,
26878,unknown,1.0,ROVISTA,
28886,unknown,1.0,ROVISTA,
137969,unknown,1.0,ROVISTA,
139076,unknown,1.0,ROVISTA,
29863,unknown,1.0,ROVISTA,
54240,unknown,0.9354838999999999,ROVISTA,
5538,unknown,1.0,ROVISTA,
16066,unknown,1.0,ROVISTA,
135269,unknown,1.0,ROVISTA,
50020,unknown,0.87096775,ROVISTA,
22792,unknown,0.12903225,ROVISTA,
13000,unknown,1.0,ROVISTA,
29649,unknown,1.0,ROVISTA,
12089,unknown,1.0,ROVISTA,
51043,unknown,1.0,ROVISTA,
19257,unknown,1.0,ROVISTA,
17018,unknown,1.0,ROVISTA,
39702,unknown,0.9677419,ROVISTA,
28907,unknown,0.4516129,ROVISTA,
38165,unknown,0.19354838000000002,ROVISTA,
2688,unknown,1.0,ROVISTA,
2572,unknown,0.29032257,ROVISTA,
134548,unknown,1.0,ROVISTA,
10204,unknown,1.0,ROVISTA,
64275,unknown,0.83870965,ROVISTA,
19092,unknown,1.0,ROVISTA,
47973,unknown,0.12903225,ROVISTA,
8025,unknown,0.9677419,ROVISTA,
41364,unknown,1.0,ROVISTA,
22299,unknown,1.0,ROVISTA,
5555,unknown,1.0,ROVISTA,
9241,unknown,1.0,ROVISTA,
8002,unknown,1.0,ROVISTA,
12941,unknown,1.0,ROVISTA,
262318,unknown,1.0,ROVISTA,
31595,unknown,1.0,ROVISTA,
136400,unknown,0.32258064,ROVISTA,
35332,unknown,1.0,ROVISTA,
24183,unknown,0.9354838999999999,ROVISTA,
27195,unknown,1.0,ROVISTA,
23486,unknown,1.0,ROVISTA,
23949,unknown,1.0,ROVISTA,
396300,unknown,1.0,ROVISTA,
264386,unknown,0.23076923000000002,ROVISTA,
42705,unknown,1.0,ROVISTA,
30340,unknown,1.0,ROVISTA,
5006,unknown,0.7096774,ROVISTA,
13193,unknown,0.9354838999999999,ROVISTA,
7633,unknown,0.22580644,ROVISTA,
4913,unknown,0.9354838999999999,ROVISTA,
35467,unknown,1.0,ROVISTA,
62523,unknown,1.0,ROVISTA,
22324,unknown,1.0,ROVISTA,
1421,unknown,1.0,ROVISTA,
12360,unknown,1.0,ROVISTA,
8893,unknown,1.0,ROVISTA,
23158,unknown,1.0,ROVISTA,
17293,unknown,0.83870965,ROVISTA,
3580,unknown,0.2580645,ROVISTA,
32869,unknown,1.0,ROVISTA,
20413,unknown,1.0,ROVISTA,
42396,unknown,1.0,ROVISTA,
9999,unknown,1.0,ROVISTA,
44682,unknown,1.0,ROVISTA,
29611,unknown,1.0,ROVISTA,
37314,unknown,0.19354838000000002,ROVISTA,
61642,unknown,1.0,ROVISTA,
58640,unknown,0.38709676000000004,ROVISTA,
26110,unknown,1.0,ROVISTA,
197099,unknown,1.0,ROVISTA,
16391,unknown,1.0,ROVISTA,
137109,unknown,1.0,ROVISTA,
140867,unknown,1.0,ROVISTA,
42352,unknown,1.0,ROVISTA,
15024,unknown,1.0,ROVISTA,
2830,unknown,0.9677419,ROVISTA,
40237,unknown,1.0,ROVISTA,
19844,unknown,1.0,ROVISTA,
9150,unknown,1.0,ROVISTA,
57704,unknown,0.2580645,ROVISTA,
25660,unknown,1.0,ROVISTA,
60144,unknown,1.0,ROVISTA,
23175,unknown,1.0,ROVISTA,
49125,unknown,1.0,ROVISTA,
135060,unknown,1.0,ROVISTA,
63186,unknown,1.0,ROVISTA,
43192,unknown,1.0,ROVISTA,
265171,unknown,0.26923078,ROVISTA,
39816,unknown,1.0,ROVISTA,
47702,unknown,0.19354838000000002,ROVISTA,
35004,unknown,1.0,ROVISTA,
25143,unknown,1.0,ROVISTA,
44894,unknown,0.3548387,ROVISTA,
265417,unknown,0.1923077,ROVISTA,
8375,unknown,1.0,ROVISTA,
24413,unknown,1.0,ROVISTA,
7979,unknown,0.7741935,ROVISTA,
27405,unknown,1.0,ROVISTA,
46093,unknown,1.0,ROVISTA,
3790,unknown,0.4516129,ROVISTA,
10029,unknown,1.0,ROVISTA,
53106,unknown,1.0,ROVISTA,
8522,unknown,1.0,ROVISTA,
7908,unknown,1.0,ROVISTA,
47902,unknown,0.19354838000000002,ROVISTA,
51551,unknown,0.7096774,ROVISTA,
30836,unknown,1.0,ROVISTA,
21737,unknown,0.9677419,ROVISTA,
40393,unknown,1.0,ROVISTA,
42160,unknown,1.0,ROVISTA,
32354,unknown,1.0,ROVISTA,
263778,unknown,0.6923077,ROVISTA,
200899,unknown,1.0,ROVISTA,
6994,unknown,0.9677419,ROVISTA,
35826,unknown,1.0,ROVISTA,
198479,unknown,1.0,ROVISTA,
15042,unknown,1.0,ROVISTA,
13208,unknown,1.0,ROVISTA,
42845,unknown,1.0,ROVISTA,
60793,unknown,1.0,ROVISTA,
17143,unknown,1.0,ROVISTA,
11178,unknown,1.0,ROVISTA,
17077,unknown,0.16129032,ROVISTA,
